txn_id,customer_id,merchant_id,amount,timestamp,channel,status,txn_hour,is_weekend,day_of_week,month,success_rate,failure_rate,avg_txn_amt
TXN599674,CUST0036,MERCH048,3356.398794,23-02-2024 13:10,WALLET,PENDING,13,FALSE,Friday,2,0.64,0.208,2562.789398
TXN846698,CUST0465,MERCH098,2714.093744,21-01-2024 21:35,UPI,SUCCESS,21,TRUE,Sunday,1,0.64,0.208,2562.789398
TXN576030,CUST0483,MERCH083,2841.479529,,UPI,SUCCESS,,FALSE,,,0.64,0.208,2562.789398
TXN831838,CUST0217,MERCH040,2673.180926,10-04-2024 18:38,UPI,SUCCESS,18,FALSE,Wednesday,4,0.64,0.208,2562.789398
TXN912840,CUST0176,MERCH027,2885.31738,21-02-2024 20:53,UPI,SUCCESS,20,FALSE,Wednesday,2,0.64,0.208,2562.789398
TXN195792,CUST0035,MERCH069,1616.142564,07-03-2024 04:37,UPI,FAILED,4,FALSE,Thursday,3,0.64,0.208,2562.789398
TXN366117,CUST0476,MERCH099,2653.725106,28-06-2024 19:56,UPI,SUCCESS,19,FALSE,Friday,6,0.64,0.208,2562.789398
TXN532828,CUST0121,MERCH058,2558.208718,05-04-2024 18:36,WALLET,SUCCESS,18,FALSE,Friday,4,0.64,0.208,2562.789398
TXN923273,CUST0353,MERCH074,1357.029702,10-03-2024 14:44,WALLET,SUCCESS,14,TRUE,Sunday,3,0.64,0.208,2562.789398
TXN413458,CUST0491,MERCH034,2857.78736,09-01-2024 06:00,WALLET,SUCCESS,6,FALSE,Tuesday,1,0.64,0.208,2562.789398
TXN253478,CUST0144,MERCH017,3060.784526,22-05-2024 03:55,UPI,PENDING,3,FALSE,Wednesday,5,0.64,0.208,2562.789398
TXN191240,CUST0433,MERCH061,3583.051243,11-02-2024 07:10,UPI,UNKNOWN,7,TRUE,Sunday,2,0.64,0.208,2562.789398
TXN791656,CUST0052,MERCH065,3553.802052,17-02-2024 16:49,QR,SUCCESS,16,TRUE,Saturday,2,0.64,0.208,2562.789398
TXN103588,CUST0055,MERCH012,1122.330632,18-06-2024 20:14,WALLET,PENDING,20,FALSE,Tuesday,6,0.64,0.208,2562.789398
TXN987486,CUST0204,MERCH098,1562.17496,17-04-2024 07:54,UPI,FAILED,7,FALSE,Wednesday,4,0.64,0.208,2562.789398
TXN382689,CUST0010,MERCH032,3015.035267,16-03-2024 00:11,UPI,SUCCESS,0,TRUE,Saturday,3,0.64,0.208,2562.789398
TXN426648,CUST0192,MERCH089,3013.785951,22-06-2024 03:19,UPI,UNKNOWN,3,TRUE,Saturday,6,0.64,0.208,2562.789398
TXN455170,CUST0006,MERCH054,3015.047686,04-06-2024 03:45,UPI,SUCCESS,3,FALSE,Tuesday,6,0.64,0.208,2562.789398
TXN222619,CUST0450,MERCH060,6352.731491,02-03-2024 13:06,UPI,SUCCESS,13,TRUE,Saturday,3,0.64,0.208,2562.789398
TXN480124,CUST0036,MERCH089,3070.890511,29-01-2024 04:50,WALLET,PENDING,4,FALSE,Monday,1,0.64,0.208,2562.789398
TXN835583,CUST0156,MERCH073,3635.56564,07-01-2024 06:29,WALLET,SUCCESS,6,TRUE,Sunday,1,0.64,0.208,2562.789398
TXN542880,CUST0479,MERCH043,3454.001763,13-06-2024 10:48,WALLET,PENDING,10,FALSE,Thursday,6,0.64,0.208,2562.789398
TXN314732,CUST0371,MERCH033,3151.391251,29-06-2024 08:07,CARD,PENDING,8,TRUE,Saturday,6,0.64,0.208,2562.789398
TXN762748,CUST0490,MERCH094,2184.730755,23-04-2024 08:04,CARD,SUCCESS,8,FALSE,Tuesday,4,0.64,0.208,2562.789398
TXN602852,CUST0344,MERCH049,3258.96922,23-05-2024 07:56,CARD,PENDING,7,FALSE,Thursday,5,0.64,0.208,2562.789398
TXN677995,CUST0461,MERCH042,1727.174785,13-02-2024 15:22,UNKNOWN,SUCCESS,15,FALSE,Tuesday,2,0.64,0.208,2562.789398
TXN225124,CUST0020,MERCH047,2263.181393,24-06-2024 22:22,UPI,SUCCESS,22,FALSE,Monday,6,0.64,0.208,2562.789398
TXN526302,CUST0441,MERCH064,2014.636452,12-01-2024 16:22,UPI,FAILED,16,FALSE,Friday,1,0.64,0.208,2562.789398
TXN183640,CUST0245,MERCH015,2581.874139,24-04-2024 16:24,UPI,SUCCESS,16,FALSE,Wednesday,4,0.64,0.208,2562.789398
TXN696137,CUST0082,MERCH060,10000,19-06-2024 16:36,WALLET,SUCCESS,16,FALSE,Wednesday,6,0.64,0.208,2562.789398
TXN164124,CUST0020,MERCH037,632.7348074,03-06-2024 16:21,QR,SUCCESS,16,FALSE,Monday,6,0.64,0.208,2562.789398
TXN333952,CUST0073,MERCH020,3186.26019,24-03-2024 17:33,UPI,FAILED,17,TRUE,Sunday,3,0.64,0.208,2562.789398
TXN679884,CUST0008,MERCH026,887.2841288,17-05-2024 01:10,QR,FAILED,1,FALSE,Friday,5,0.64,0.208,2562.789398
TXN961601,CUST0360,MERCH008,2841.479529,09-03-2024 04:57,UPI,FAILED,4,TRUE,Saturday,3,0.64,0.208,2562.789398
TXN961707,CUST0492,MERCH050,3588.950597,02-01-2024 10:46,QR,SUCCESS,10,FALSE,Tuesday,1,0.64,0.208,2562.789398
TXN655391,CUST0405,MERCH084,2564.280019,13-06-2024 03:50,UPI,SUCCESS,3,FALSE,Thursday,6,0.64,0.208,2562.789398
TXN860162,CUST0442,MERCH094,1422.255222,27-06-2024 07:39,UPI,SUCCESS,7,FALSE,Thursday,6,0.64,0.208,2562.789398
TXN316599,CUST0354,MERCH078,1784.696291,05-01-2024 20:58,UPI,PENDING,20,FALSE,Friday,1,0.64,0.208,2562.789398
TXN314088,CUST0297,MERCH033,3179.597749,,UPI,SUCCESS,,FALSE,,,0.64,0.208,2562.789398
TXN674934,CUST0308,MERCH068,1769.633368,09-03-2024 01:13,UPI,SUCCESS,1,TRUE,Saturday,3,0.64,0.208,2562.789398
TXN649255,CUST0161,MERCH047,2716.45859,24-03-2024 21:53,UPI,UNKNOWN,21,TRUE,Sunday,3,0.64,0.208,2562.789398
TXN358974,CUST0271,MERCH010,2545.57184,24-05-2024 09:31,CARD,SUCCESS,9,FALSE,Friday,5,0.64,0.208,2562.789398
TXN435826,CUST0075,MERCH038,1848.399652,19-02-2024 15:52,WALLET,UNKNOWN,15,FALSE,Monday,2,0.64,0.208,2562.789398
TXN916968,CUST0493,MERCH098,4643.944089,13-06-2024 04:01,UPI,FAILED,4,FALSE,Thursday,6,0.64,0.208,2562.789398
TXN176193,CUST0132,MERCH007,3133.919022,11-03-2024 09:24,WALLET,PENDING,9,FALSE,Monday,3,0.64,0.208,2562.789398
TXN353073,CUST0498,MERCH061,474.8574133,21-04-2024 22:25,CARD,SUCCESS,22,TRUE,Sunday,4,0.64,0.208,2562.789398
TXN955947,CUST0320,MERCH031,2686.454315,16-04-2024 21:25,UPI,SUCCESS,21,FALSE,Tuesday,4,0.64,0.208,2562.789398
TXN996454,CUST0221,MERCH038,1838.213535,18-01-2024 17:19,UPI,FAILED,17,FALSE,Thursday,1,0.64,0.208,2562.789398
TXN253415,CUST0388,MERCH062,3352.433335,09-03-2024 03:34,UPI,PENDING,3,TRUE,Saturday,3,0.64,0.208,2562.789398
TXN766052,CUST0037,MERCH023,1707.479262,24-02-2024 14:21,UPI,FAILED,14,TRUE,Saturday,2,0.64,0.208,2562.789398
TXN592064,CUST0254,MERCH100,2385.263559,08-03-2024 04:53,WALLET,SUCCESS,4,FALSE,Friday,3,0.64,0.208,2562.789398
TXN385836,CUST0274,MERCH042,3004.987279,29-04-2024 05:25,UPI,FAILED,5,FALSE,Monday,4,0.64,0.208,2562.789398
TXN900125,CUST0450,MERCH064,3365.755194,26-01-2024 02:52,WALLET,FAILED,2,FALSE,Friday,1,0.64,0.208,2562.789398
TXN328502,CUST0399,MERCH041,1299.703593,05-01-2024 12:28,CARD,FAILED,12,FALSE,Friday,1,0.64,0.208,2562.789398
TXN811866,CUST0374,MERCH054,2165.498764,02-02-2024 06:02,UPI,FAILED,6,FALSE,Friday,2,0.64,0.208,2562.789398
TXN850720,CUST0141,MERCH081,2025.054689,27-04-2024 11:02,WALLET,PENDING,11,TRUE,Saturday,4,0.64,0.208,2562.789398
TXN922274,CUST0174,MERCH052,1846.670767,02-06-2024 01:13,UPI,FAILED,1,TRUE,Sunday,6,0.64,0.208,2562.789398
TXN720275,CUST0352,MERCH072,4265.45424,04-01-2024 02:36,UNKNOWN,SUCCESS,2,FALSE,Thursday,1,0.64,0.208,2562.789398
TXN921899,CUST0377,MERCH086,2904.981711,08-06-2024 12:45,UPI,SUCCESS,12,TRUE,Saturday,6,0.64,0.208,2562.789398
TXN270317,CUST0078,MERCH043,1239.116046,22-06-2024 15:27,CARD,SUCCESS,15,TRUE,Saturday,6,0.64,0.208,2562.789398
TXN654825,CUST0217,MERCH011,3417.861947,03-03-2024 21:27,WALLET,SUCCESS,21,TRUE,Sunday,3,0.64,0.208,2562.789398
TXN504693,CUST0495,MERCH007,4622.156197,27-03-2024 13:37,UPI,SUCCESS,13,FALSE,Wednesday,3,0.64,0.208,2562.789398
TXN259883,CUST0462,MERCH019,3532.465261,22-02-2024 11:21,WALLET,SUCCESS,11,FALSE,Thursday,2,0.64,0.208,2562.789398
TXN542328,CUST0044,MERCH050,980.630034,20-04-2024 04:07,UNKNOWN,SUCCESS,4,TRUE,Saturday,4,0.64,0.208,2562.789398
TXN382429,CUST0300,MERCH003,2015.765927,29-03-2024 19:10,WALLET,SUCCESS,19,FALSE,Friday,3,0.64,0.208,2562.789398
TXN950139,CUST0411,MERCH059,3766.911149,25-04-2024 22:32,CARD,PENDING,22,FALSE,Thursday,4,0.64,0.208,2562.789398
TXN738791,CUST0500,MERCH025,1792.330534,,QR,SUCCESS,,FALSE,,,0.64,0.208,2562.789398
TXN800587,CUST0159,MERCH054,2943.819428,29-04-2024 09:09,UPI,SUCCESS,9,FALSE,Monday,4,0.64,0.208,2562.789398
TXN242494,CUST0141,MERCH067,3274.634053,16-06-2024 19:06,UPI,UNKNOWN,19,TRUE,Sunday,6,0.64,0.208,2562.789398
TXN976703,CUST0459,MERCH003,1573.069528,06-01-2024 17:08,WALLET,SUCCESS,17,TRUE,Saturday,1,0.64,0.208,2562.789398
TXN186326,CUST0172,MERCH071,2841.479529,19-02-2024 11:19,UPI,SUCCESS,11,FALSE,Monday,2,0.64,0.208,2562.789398
TXN186427,CUST0130,MERCH095,0,25-05-2024 01:21,CARD,SUCCESS,1,TRUE,Saturday,5,0.64,0.208,2562.789398
TXN961590,CUST0097,MERCH084,1475.612359,15-06-2024 16:47,QR,SUCCESS,16,TRUE,Saturday,6,0.64,0.208,2562.789398
TXN785511,CUST0260,MERCH028,2247.431849,10-01-2024 10:30,UPI,FAILED,10,FALSE,Wednesday,1,0.64,0.208,2562.789398
TXN511819,CUST0262,MERCH099,1252.216818,20-02-2024 10:02,UPI,FAILED,10,FALSE,Tuesday,2,0.64,0.208,2562.789398
TXN137562,CUST0303,MERCH024,4132.411304,05-02-2024 01:11,CARD,SUCCESS,1,FALSE,Monday,2,0.64,0.208,2562.789398
TXN866502,CUST0387,MERCH094,1069.858622,14-03-2024 07:34,UPI,SUCCESS,7,FALSE,Thursday,3,0.64,0.208,2562.789398
TXN791975,CUST0331,MERCH073,2059.955513,10-01-2024 11:27,CARD,SUCCESS,11,FALSE,Wednesday,1,0.64,0.208,2562.789398
TXN742742,CUST0342,MERCH005,2630.740577,27-03-2024 01:28,UPI,SUCCESS,1,FALSE,Wednesday,3,0.64,0.208,2562.789398
TXN254749,CUST0214,MERCH098,3941.273289,07-03-2024 03:44,WALLET,SUCCESS,3,FALSE,Thursday,3,0.64,0.208,2562.789398
TXN135951,CUST0422,MERCH091,1064.137849,,UPI,SUCCESS,,FALSE,,,0.64,0.208,2562.789398
TXN107644,CUST0025,MERCH035,3663.163752,05-03-2024 01:46,WALLET,PENDING,1,FALSE,Tuesday,3,0.64,0.208,2562.789398
TXN501645,CUST0111,MERCH070,2510.233061,18-06-2024 02:54,UPI,SUCCESS,2,FALSE,Tuesday,6,0.64,0.208,2562.789398
TXN474475,CUST0480,MERCH017,1518.491349,26-03-2024 10:56,WALLET,SUCCESS,10,FALSE,Tuesday,3,0.64,0.208,2562.789398
TXN117619,CUST0369,MERCH099,2962.103474,02-06-2024 06:13,UPI,SUCCESS,6,TRUE,Sunday,6,0.64,0.208,2562.789398
TXN746938,CUST0014,MERCH058,2699.059696,19-05-2024 02:29,CARD,SUCCESS,2,TRUE,Sunday,5,0.64,0.208,2562.789398
TXN347327,CUST0266,MERCH013,1899.783123,10-01-2024 09:06,QR,SUCCESS,9,FALSE,Wednesday,1,0.64,0.208,2562.789398
TXN890576,CUST0162,MERCH005,2569.802085,30-06-2024 13:33,UPI,SUCCESS,13,TRUE,Sunday,6,0.64,0.208,2562.789398
TXN907709,CUST0243,MERCH100,2114.686403,14-03-2024 00:34,UPI,FAILED,0,FALSE,Thursday,3,0.64,0.208,2562.789398
TXN579919,CUST0401,MERCH062,2613.517345,14-05-2024 22:18,UPI,UNKNOWN,22,FALSE,Tuesday,5,0.64,0.208,2562.789398
TXN402645,CUST0330,MERCH021,3162.130675,13-01-2024 09:11,WALLET,FAILED,9,TRUE,Saturday,1,0.64,0.208,2562.789398
TXN588736,CUST0071,MERCH086,4086.016816,12-01-2024 14:10,WALLET,SUCCESS,14,FALSE,Friday,1,0.64,0.208,2562.789398
TXN984872,CUST0053,MERCH058,1262.184501,13-05-2024 20:57,WALLET,FAILED,20,FALSE,Monday,5,0.64,0.208,2562.789398
TXN764096,CUST0396,MERCH016,4633.033375,02-03-2024 13:18,UPI,SUCCESS,13,TRUE,Saturday,3,0.64,0.208,2562.789398
TXN688229,CUST0151,MERCH061,547.9122005,13-02-2024 05:31,UPI,PENDING,5,FALSE,Tuesday,2,0.64,0.208,2562.789398
TXN413474,CUST0230,MERCH006,2348.214905,17-02-2024 02:28,WALLET,SUCCESS,2,TRUE,Saturday,2,0.64,0.208,2562.789398
TXN220404,CUST0368,MERCH066,3088.317206,16-05-2024 11:31,UPI,SUCCESS,11,FALSE,Thursday,5,0.64,0.208,2562.789398
TXN937169,CUST0145,MERCH063,2780.991868,23-05-2024 05:22,UNKNOWN,SUCCESS,5,FALSE,Thursday,5,0.64,0.208,2562.789398
TXN984838,CUST0272,MERCH075,1877.30048,17-01-2024 14:09,UPI,FAILED,14,FALSE,Wednesday,1,0.64,0.208,2562.789398
TXN181952,CUST0357,MERCH072,2291.87775,05-06-2024 12:08,WALLET,SUCCESS,12,FALSE,Wednesday,6,0.64,0.208,2562.789398
TXN535979,CUST0434,MERCH007,2006.999065,24-03-2024 02:28,UPI,FAILED,2,TRUE,Sunday,3,0.64,0.208,2562.789398
TXN746844,CUST0430,MERCH048,1910.635243,16-03-2024 01:56,UPI,SUCCESS,1,TRUE,Saturday,3,0.64,0.208,2562.789398
TXN870097,CUST0186,MERCH032,3349.602097,06-05-2024 18:07,CARD,FAILED,18,FALSE,Monday,5,0.64,0.208,2562.789398
TXN850091,CUST0387,MERCH009,2857.015486,21-04-2024 04:30,WALLET,PENDING,4,TRUE,Sunday,4,0.64,0.208,2562.789398
TXN576924,CUST0202,MERCH056,1807.090405,04-04-2024 19:22,UNKNOWN,PENDING,19,FALSE,Thursday,4,0.64,0.208,2562.789398
TXN443453,CUST0132,MERCH061,3399.599875,17-02-2024 11:57,UPI,SUCCESS,11,TRUE,Saturday,2,0.64,0.208,2562.789398
TXN726918,CUST0056,MERCH050,2807.299521,28-06-2024 19:58,UPI,SUCCESS,19,FALSE,Friday,6,0.64,0.208,2562.789398
TXN513308,CUST0403,MERCH058,3312.862119,29-01-2024 08:30,CARD,SUCCESS,8,FALSE,Monday,1,0.64,0.208,2562.789398
TXN211316,CUST0065,MERCH086,3129.628842,02-03-2024 05:45,WALLET,FAILED,5,TRUE,Saturday,3,0.64,0.208,2562.789398
TXN611286,CUST0277,MERCH059,1671.004989,10-01-2024 08:40,UPI,SUCCESS,8,FALSE,Wednesday,1,0.64,0.208,2562.789398
TXN202816,CUST0157,MERCH050,1939.81896,22-01-2024 05:04,UPI,SUCCESS,5,FALSE,Monday,1,0.64,0.208,2562.789398
TXN289817,CUST0093,MERCH057,3247.293605,29-01-2024 02:31,UPI,SUCCESS,2,FALSE,Monday,1,0.64,0.208,2562.789398
TXN235452,CUST0017,MERCH022,3110.370265,25-06-2024 22:08,QR,SUCCESS,22,FALSE,Tuesday,6,0.64,0.208,2562.789398
TXN384842,CUST0378,MERCH092,2479.098406,17-02-2024 10:08,UPI,FAILED,10,TRUE,Saturday,2,0.64,0.208,2562.789398
TXN533614,CUST0477,MERCH099,2617.327383,17-03-2024 11:52,UPI,SUCCESS,11,TRUE,Sunday,3,0.64,0.208,2562.789398
TXN143976,CUST0171,MERCH071,3777.664896,,UPI,FAILED,,FALSE,,,0.64,0.208,2562.789398
TXN666502,CUST0435,MERCH028,1908.428611,06-06-2024 07:20,UPI,SUCCESS,7,FALSE,Thursday,6,0.64,0.208,2562.789398
TXN954453,CUST0321,MERCH067,3047.097381,02-06-2024 17:52,UPI,SUCCESS,17,TRUE,Sunday,6,0.64,0.208,2562.789398
TXN260476,CUST0092,MERCH039,2297.807348,26-02-2024 04:21,WALLET,SUCCESS,4,FALSE,Monday,2,0.64,0.208,2562.789398
TXN703598,CUST0490,MERCH009,2282.318797,29-04-2024 19:21,UPI,SUCCESS,19,FALSE,Monday,4,0.64,0.208,2562.789398
TXN581613,CUST0454,MERCH010,3598.776852,15-01-2024 14:10,CARD,SUCCESS,14,FALSE,Monday,1,0.64,0.208,2562.789398
TXN572965,CUST0290,MERCH001,3325.416349,27-04-2024 05:37,UPI,FAILED,5,TRUE,Saturday,4,0.64,0.208,2562.789398
TXN322896,CUST0075,MERCH021,3313.509636,03-03-2024 23:12,WALLET,SUCCESS,23,TRUE,Sunday,3,0.64,0.208,2562.789398
TXN114515,CUST0395,MERCH076,3805.478807,01-03-2024 00:13,QR,PENDING,0,FALSE,Friday,3,0.64,0.208,2562.789398
TXN805705,CUST0179,MERCH087,2521.003842,10-01-2024 14:59,WALLET,SUCCESS,14,FALSE,Wednesday,1,0.64,0.208,2562.789398
TXN559923,CUST0483,MERCH094,3181.952971,01-02-2024 19:11,WALLET,SUCCESS,19,FALSE,Thursday,2,0.64,0.208,2562.789398
TXN496821,CUST0186,MERCH090,2189.733243,12-03-2024 02:48,UPI,FAILED,2,FALSE,Tuesday,3,0.64,0.208,2562.789398
TXN108710,CUST0097,MERCH071,2824.166352,,UPI,SUCCESS,,FALSE,,,0.64,0.208,2562.789398
TXN188400,CUST0371,MERCH083,2369.856946,07-03-2024 15:10,WALLET,SUCCESS,15,FALSE,Thursday,3,0.64,0.208,2562.789398
TXN352601,CUST0171,MERCH079,2596.995965,19-01-2024 02:12,UNKNOWN,SUCCESS,2,FALSE,Friday,1,0.64,0.208,2562.789398
TXN711837,CUST0108,MERCH011,3095.157025,20-05-2024 13:18,WALLET,SUCCESS,13,FALSE,Monday,5,0.64,0.208,2562.789398
TXN549219,CUST0120,MERCH024,1681.779317,02-03-2024 19:21,WALLET,PENDING,19,TRUE,Saturday,3,0.64,0.208,2562.789398
TXN527680,CUST0057,MERCH052,4592.387276,13-04-2024 02:34,CARD,SUCCESS,2,TRUE,Saturday,4,0.64,0.208,2562.789398
TXN935765,CUST0499,MERCH048,1493.982619,06-02-2024 12:09,UPI,FAILED,12,FALSE,Tuesday,2,0.64,0.208,2562.789398
TXN766395,CUST0405,MERCH062,1285.811387,31-05-2024 01:29,UPI,PENDING,1,FALSE,Friday,5,0.64,0.208,2562.789398
TXN554049,CUST0157,MERCH088,3658.110874,10-01-2024 07:57,WALLET,SUCCESS,7,FALSE,Wednesday,1,0.64,0.208,2562.789398
TXN945982,CUST0413,MERCH019,3291.662694,26-05-2024 16:09,UNKNOWN,SUCCESS,16,TRUE,Sunday,5,0.64,0.208,2562.789398
TXN749034,CUST0088,MERCH019,3124.119817,26-01-2024 01:32,UPI,SUCCESS,1,FALSE,Friday,1,0.64,0.208,2562.789398
TXN808308,CUST0332,MERCH028,2841.479529,27-01-2024 11:15,WALLET,UNKNOWN,11,TRUE,Saturday,1,0.64,0.208,2562.789398
TXN671152,CUST0234,MERCH092,2487.753227,03-06-2024 08:51,UPI,SUCCESS,8,FALSE,Monday,6,0.64,0.208,2562.789398
TXN908944,CUST0051,MERCH072,2841.479529,,WALLET,FAILED,,FALSE,,,0.64,0.208,2562.789398
TXN575444,CUST0086,MERCH018,2575.804558,15-05-2024 02:05,UPI,SUCCESS,2,FALSE,Wednesday,5,0.64,0.208,2562.789398
TXN625553,CUST0185,MERCH052,2841.479529,23-05-2024 11:15,UPI,SUCCESS,11,FALSE,Thursday,5,0.64,0.208,2562.789398
TXN922284,CUST0087,MERCH094,3475.119733,31-03-2024 13:08,CARD,FAILED,13,TRUE,Sunday,3,0.64,0.208,2562.789398
TXN913637,CUST0404,MERCH070,2352.942618,02-03-2024 12:38,UPI,FAILED,12,TRUE,Saturday,3,0.64,0.208,2562.789398
TXN756754,CUST0210,MERCH073,1674.502803,10-04-2024 05:50,WALLET,SUCCESS,5,FALSE,Wednesday,4,0.64,0.208,2562.789398
TXN454219,CUST0082,MERCH037,2178.614158,20-05-2024 13:52,CARD,SUCCESS,13,FALSE,Monday,5,0.64,0.208,2562.789398
TXN479025,CUST0050,MERCH081,2912.931454,25-04-2024 10:42,QR,FAILED,10,FALSE,Thursday,4,0.64,0.208,2562.789398
TXN225975,CUST0405,MERCH083,1936.275447,14-03-2024 06:17,UPI,FAILED,6,FALSE,Thursday,3,0.64,0.208,2562.789398
TXN716674,CUST0203,MERCH084,1677.779604,26-02-2024 08:59,UPI,UNKNOWN,8,FALSE,Monday,2,0.64,0.208,2562.789398
TXN654476,CUST0219,MERCH009,2743.687211,18-06-2024 01:19,UPI,FAILED,1,FALSE,Tuesday,6,0.64,0.208,2562.789398
TXN622961,CUST0254,MERCH011,2744.966571,28-01-2024 01:34,UNKNOWN,UNKNOWN,1,TRUE,Sunday,1,0.64,0.208,2562.789398
TXN603331,CUST0451,MERCH072,1993.056825,27-05-2024 20:10,QR,FAILED,20,FALSE,Monday,5,0.64,0.208,2562.789398
TXN625388,CUST0193,MERCH095,2028.961694,17-04-2024 01:40,WALLET,SUCCESS,1,FALSE,Wednesday,4,0.64,0.208,2562.789398
TXN651957,CUST0428,MERCH056,2732.049937,26-05-2024 17:13,CARD,SUCCESS,17,TRUE,Sunday,5,0.64,0.208,2562.789398
TXN306768,CUST0181,MERCH021,1051.915659,21-06-2024 19:59,WALLET,FAILED,19,FALSE,Friday,6,0.64,0.208,2562.789398
TXN152188,CUST0310,MERCH063,1092.536226,03-03-2024 07:01,WALLET,FAILED,7,TRUE,Sunday,3,0.64,0.208,2562.789398
TXN944214,CUST0015,MERCH071,1781.555779,16-02-2024 07:42,UPI,SUCCESS,7,FALSE,Friday,2,0.64,0.208,2562.789398
TXN308589,CUST0494,MERCH005,2286.552848,23-01-2024 00:57,CARD,SUCCESS,0,FALSE,Tuesday,1,0.64,0.208,2562.789398
TXN244291,CUST0185,MERCH060,2810.907566,02-06-2024 08:20,UPI,UNKNOWN,8,TRUE,Sunday,6,0.64,0.208,2562.789398
TXN866489,CUST0316,MERCH041,3975.356217,20-06-2024 01:50,CARD,SUCCESS,1,FALSE,Thursday,6,0.64,0.208,2562.789398
TXN250237,CUST0387,MERCH071,3357.659623,28-01-2024 20:26,CARD,SUCCESS,20,TRUE,Sunday,1,0.64,0.208,2562.789398
TXN792255,CUST0030,MERCH049,2340.06147,20-01-2024 05:59,CARD,SUCCESS,5,TRUE,Saturday,1,0.64,0.208,2562.789398
TXN766400,CUST0138,MERCH070,2480.983792,07-05-2024 12:18,UPI,SUCCESS,12,FALSE,Tuesday,5,0.64,0.208,2562.789398
TXN720174,CUST0253,MERCH080,1497.470635,28-06-2024 23:59,UPI,SUCCESS,23,FALSE,Friday,6,0.64,0.208,2562.789398
TXN172896,CUST0333,MERCH017,2841.479529,06-06-2024 17:50,UPI,SUCCESS,17,FALSE,Thursday,6,0.64,0.208,2562.789398
TXN687995,CUST0229,MERCH011,2211.341361,,UPI,SUCCESS,,FALSE,,,0.64,0.208,2562.789398
TXN590763,CUST0051,MERCH038,2822.71856,31-05-2024 05:30,UPI,FAILED,5,FALSE,Friday,5,0.64,0.208,2562.789398
TXN548184,CUST0262,MERCH048,1672.769056,06-04-2024 02:48,QR,SUCCESS,2,TRUE,Saturday,4,0.64,0.208,2562.789398
TXN483650,CUST0364,MERCH011,3019.346514,26-04-2024 11:26,WALLET,PENDING,11,FALSE,Friday,4,0.64,0.208,2562.789398
TXN765234,CUST0447,MERCH036,4032.738913,17-01-2024 04:36,UPI,PENDING,4,FALSE,Wednesday,1,0.64,0.208,2562.789398
TXN136833,CUST0242,MERCH097,2391.239852,17-02-2024 10:39,UPI,SUCCESS,10,TRUE,Saturday,2,0.64,0.208,2562.789398
TXN435575,CUST0293,MERCH018,2901.711722,22-03-2024 16:28,UPI,FAILED,16,FALSE,Friday,3,0.64,0.208,2562.789398
TXN535189,CUST0403,MERCH092,3190.143992,22-01-2024 19:32,WALLET,SUCCESS,19,FALSE,Monday,1,0.64,0.208,2562.789398
TXN443599,CUST0023,MERCH010,2098.779528,09-01-2024 15:18,WALLET,PENDING,15,FALSE,Tuesday,1,0.64,0.208,2562.789398
TXN921951,CUST0025,MERCH057,2724.092482,03-04-2024 05:33,QR,SUCCESS,5,FALSE,Wednesday,4,0.64,0.208,2562.789398
TXN155797,CUST0180,MERCH018,2512.592401,10-02-2024 02:30,UPI,FAILED,2,TRUE,Saturday,2,0.64,0.208,2562.789398
TXN678093,CUST0025,MERCH070,2597.676099,14-01-2024 07:41,UNKNOWN,FAILED,7,TRUE,Sunday,1,0.64,0.208,2562.789398
TXN922441,CUST0442,MERCH061,1726.990216,15-06-2024 17:31,QR,SUCCESS,17,TRUE,Saturday,6,0.64,0.208,2562.789398
TXN391392,CUST0026,MERCH072,2524.510174,04-06-2024 21:12,UPI,SUCCESS,21,FALSE,Tuesday,6,0.64,0.208,2562.789398
TXN941094,CUST0228,MERCH045,2997.998291,22-06-2024 07:33,QR,FAILED,7,TRUE,Saturday,6,0.64,0.208,2562.789398
TXN520472,CUST0286,MERCH084,3951.143608,02-01-2024 00:28,UPI,FAILED,0,FALSE,Tuesday,1,0.64,0.208,2562.789398
TXN490790,CUST0087,MERCH094,3459.270826,06-06-2024 19:25,CARD,SUCCESS,19,FALSE,Thursday,6,0.64,0.208,2562.789398
TXN566734,CUST0020,MERCH086,4653.182458,01-04-2024 02:04,UPI,FAILED,2,FALSE,Monday,4,0.64,0.208,2562.789398
TXN738759,CUST0267,MERCH086,1732.652437,01-06-2024 12:00,QR,SUCCESS,12,TRUE,Saturday,6,0.64,0.208,2562.789398
TXN586118,CUST0244,MERCH048,3372.320637,20-05-2024 01:19,QR,FAILED,1,FALSE,Monday,5,0.64,0.208,2562.789398
TXN677435,CUST0466,MERCH058,2683.342006,03-06-2024 03:11,CARD,SUCCESS,3,FALSE,Monday,6,0.64,0.208,2562.789398
TXN280983,CUST0072,MERCH010,4689.802933,03-02-2024 07:29,CARD,PENDING,7,TRUE,Saturday,2,0.64,0.208,2562.789398
TXN228765,CUST0060,MERCH019,1691.701715,16-01-2024 11:35,UPI,SUCCESS,11,FALSE,Tuesday,1,0.64,0.208,2562.789398
TXN303743,CUST0310,MERCH010,1660.278158,15-02-2024 14:04,UPI,SUCCESS,14,FALSE,Thursday,2,0.64,0.208,2562.789398
TXN335825,CUST0306,MERCH035,1900.607355,,UPI,SUCCESS,,FALSE,,,0.64,0.208,2562.789398
